ID,Type,Priority,Operation,Scheme,Water (ML),Date
126171,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126178,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
126183,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2018-2019 Q2
126230,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126237,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126253,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126300,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2018-2019 Q2
126357,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126363,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126372,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2018-2019 Q2
126393,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
126444,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2018-2019 Q2
126452,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126456,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q2
126462,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126499,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
126612,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126642,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126668,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126689,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126693,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q2
126711,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126714,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126729,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126737,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2018-2019 Q2
126746,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q2
126836,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126838,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126844,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q2
126850,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126851,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126890,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q2
126930,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2018-2019 Q2
126932,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,0,2018-2019 Q2
126951,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
126957,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
126969,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
126976,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q2
127053,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127058,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q2
127062,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127096,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127109,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q2
127115,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127168,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127225,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127249,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127255,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127256,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127274,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127275,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127299,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q2
127313,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127372,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127380,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127396,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q2
127409,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q2
127412,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127417,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q2
127425,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q2
127445,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127482,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q2
127485,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127492,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127493,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127499,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q2
127507,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127523,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q2
127538,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q2
127597,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127607,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q2
127609,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q2
127638,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q2
127641,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q2
127654,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2018-2019 Q2
127655,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q2
1056,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
1057,#N/A,High,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,15,2018-2019 Q3
104491,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104533,Irrigation,#N/A,#N/A,#N/A,0,2018-2019 Q3
104535,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104540,Irrigation,Medium,Price Creek relift,Mareeba Dimbulah,6.198,2018-2019 Q3
104542,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104547,Irrigation,Medium,West Barron ,Mareeba Dimbulah,1.73,2018-2019 Q3
104550,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,44.279,2018-2019 Q3
104551,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104552,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,41.908,2018-2019 Q3
104568,Irrigation,#N/A,#N/A,#N/A,0.09,2018-2019 Q3
104572,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
104576,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104579,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,24.535,2018-2019 Q3
104588,Industrial,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
104590,Irrigation,#N/A,#N/A,#N/A,0,2018-2019 Q3
104592,Irrigation,Medium,West Barron ,Mareeba Dimbulah,55.106,2018-2019 Q3
104594,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0.08,2018-2019 Q3
104604,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0.043,2018-2019 Q3
104607,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,16.444,2018-2019 Q3
104614,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,19.694,2018-2019 Q3
104616,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0.754,2018-2019 Q3
104617,Irrigation,#N/A,#N/A,#N/A,0,2018-2019 Q3
104620,Irrigation,#N/A,#N/A,#N/A,0,2018-2019 Q3
104623,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104624,Irrigation,#N/A,#N/A,#N/A,0,2018-2019 Q3
104628,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104629,Irrigation,#N/A,#N/A,#N/A,0.01,2018-2019 Q3
104630,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0.007,2018-2019 Q3
104632,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.01,2018-2019 Q3
104638,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,49.76,2018-2019 Q3
104639,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,2.192,2018-2019 Q3
104644,Irrigation,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104648,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
104649,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,5.855,2018-2019 Q3
104651,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104655,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104656,Irrigation,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104662,Irrigation,#N/A,#N/A,#N/A,51.55,2018-2019 Q3
104663,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104665,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0.295,2018-2019 Q3
104666,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104667,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104675,Irrigation,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104676,Irrigation,Medium,Paddys Green relift ,Mareeba Dimbulah,1.974,2018-2019 Q3
104677,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,13.08,2018-2019 Q3
104678,Irrigation,Medium,Biboohra,Mareeba Dimbulah,0,2018-2019 Q3
104680,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.014,2018-2019 Q3
104683,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,1.25,2018-2019 Q3
104684,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.08,2018-2019 Q3
104686,Irrigation,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104687,Irrigation,Medium,Atherton Creek,Mareeba Dimbulah,2.37,2018-2019 Q3
104689,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.25,2018-2019 Q3
104694,Irrigation,#N/A,#N/A,#N/A,0,2018-2019 Q3
104703,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.117,2018-2019 Q3
104706,Irrigation,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104707,Irrigation,#N/A,#N/A,#N/A,0.121,2018-2019 Q3
104708,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.35,2018-2019 Q3
104709,Irrigation,#N/A,#N/A,#N/A,0.12,2018-2019 Q3
104710,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.33,2018-2019 Q3
104711,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.01,2018-2019 Q3
104716,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,6.185,2018-2019 Q3
104717,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
104721,Irrigation,Medium,North Walsh ,Mareeba Dimbulah,239.362,2018-2019 Q3
104722,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104723,Irrigation,Medium,East Barron ,Mareeba Dimbulah,4.06,2018-2019 Q3
104729,Irrigation,Medium,Paddys Green relift ,Mareeba Dimbulah,0.261,2018-2019 Q3
104733,Industrial,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104736,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104737,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.05,2018-2019 Q3
104740,Irrigation,#N/A,#N/A,#N/A,8.38,2018-2019 Q3
104742,Irrigation,Medium,Biboohra,Mareeba Dimbulah,3.17,2018-2019 Q3
104745,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0.618,2018-2019 Q3
104746,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104747,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104748,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,10.458,2018-2019 Q3
104751,Irrigation,Medium,East Barron ,Mareeba Dimbulah,0.114,2018-2019 Q3
104754,Irrigation,Medium,West Barron ,Mareeba Dimbulah,47.96,2018-2019 Q3
104758,Irrigation,Medium,Southedge ,Mareeba Dimbulah,0,2018-2019 Q3
104762,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,17.618,2018-2019 Q3
104764,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
104766,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.15,2018-2019 Q3
104767,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.07,2018-2019 Q3
104768,Industrial,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0.257,2018-2019 Q3
104769,Industrial,Medium,Mareeba ,Mareeba Dimbulah,0.102,2018-2019 Q3
104778,Irrigation,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104782,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,0.77,2018-2019 Q3
104785,Irrigation,Medium,Paddys Green relift ,Mareeba Dimbulah,13.108,2018-2019 Q3
104791,Irrigation,Medium,Mareeba ,Mareeba Dimbulah,18.87,2018-2019 Q3
104792,Irrigation,Medium,South Walsh ,Mareeba Dimbulah,200.24,2018-2019 Q3
104802,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
104807,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0.25,2018-2019 Q3
104811,#N/A,Medium,Southedge ,Mareeba Dimbulah,89.365,2018-2019 Q3
104813,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,0.091,2018-2019 Q3
104815,#N/A,Medium,Mareeba ,Mareeba Dimbulah,84.747,2018-2019 Q3
104816,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2018-2019 Q3
104820,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.6,2018-2019 Q3
104821,#N/A,Medium,Mareeba ,Mareeba Dimbulah,44.615,2018-2019 Q3
104827,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.142,2018-2019 Q3
104828,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104829,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q3
104836,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.863,2018-2019 Q3
104838,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104839,#N/A,Medium,Biboohra,Mareeba Dimbulah,437.04,2018-2019 Q3
104841,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q3
104842,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104845,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q3
104850,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104854,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,0.846,2018-2019 Q3
104858,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.01,2018-2019 Q3
104863,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.4,2018-2019 Q3
104864,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
104865,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104872,#N/A,Medium,East Barron ,Mareeba Dimbulah,7.711,2018-2019 Q3
104881,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
104884,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104897,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104898,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.03,2018-2019 Q3
104899,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104900,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104904,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.115,2018-2019 Q3
104910,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104912,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.319,2018-2019 Q3
104914,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
104915,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
104916,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104917,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104919,#N/A,Medium,South Walsh ,Mareeba Dimbulah,6.133,2018-2019 Q3
104920,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104923,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
104926,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104927,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104936,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104940,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
104942,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
104946,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
104958,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.895,2018-2019 Q3
104962,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,6.52,2018-2019 Q3
104964,#N/A,#N/A,#N/A,#N/A,0.184,2018-2019 Q3
104969,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104974,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.023,2018-2019 Q3
104978,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104979,#N/A,Medium,South Walsh ,Mareeba Dimbulah,8.417,2018-2019 Q3
104984,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,1.005,2018-2019 Q3
104985,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
104991,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,2.445,2018-2019 Q3
104993,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104994,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104996,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
104998,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.871,2018-2019 Q3
104999,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.066,2018-2019 Q3
105001,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105002,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105004,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q3
105005,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.244,2018-2019 Q3
105008,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105010,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.013,2018-2019 Q3
105016,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105020,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q3
105022,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105023,#N/A,Medium,South Walsh ,Mareeba Dimbulah,11.64,2018-2019 Q3
105026,#N/A,Medium,West Barron ,Mareeba Dimbulah,14.802,2018-2019 Q3
105030,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105036,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q3
105037,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105038,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.022,2018-2019 Q3
105042,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q3
105046,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105047,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105051,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q3
105060,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.688,2018-2019 Q3
105062,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.09,2018-2019 Q3
105069,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.423,2018-2019 Q3
105075,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105079,#N/A,Medium,South Walsh ,Mareeba Dimbulah,3.693,2018-2019 Q3
105080,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q3
105081,#N/A,Medium,West Barron ,Mareeba Dimbulah,42.084,2018-2019 Q3
105083,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105084,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105085,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.687,2018-2019 Q3
105087,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105088,#N/A,#N/A,#N/A,#N/A,1.491,2018-2019 Q3
105090,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105094,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.68,2018-2019 Q3
105095,#N/A,Medium,West Barron ,Mareeba Dimbulah,71.094,2018-2019 Q3
105096,#N/A,Medium,South Walsh ,Mareeba Dimbulah,11.966,2018-2019 Q3
105098,#N/A,Medium,Mareeba ,Mareeba Dimbulah,114.72,2018-2019 Q3
105099,#N/A,Medium,West Barron ,Mareeba Dimbulah,4.254,2018-2019 Q3
105100,#N/A,Medium,South Walsh ,Mareeba Dimbulah,5.91,2018-2019 Q3
105101,#N/A,Medium,South Walsh ,Mareeba Dimbulah,3.42,2018-2019 Q3
105105,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105106,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.05,2018-2019 Q3
105110,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.32,2018-2019 Q3
105114,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105116,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105118,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105119,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,3.967,2018-2019 Q3
105121,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105123,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.42,2018-2019 Q3
105126,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.223,2018-2019 Q3
105129,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.001,2018-2019 Q3
105137,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105139,#N/A,Medium,Biboohra,Mareeba Dimbulah,0.31,2018-2019 Q3
105140,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105146,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105147,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105148,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.032,2018-2019 Q3
105150,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105153,#N/A,Medium,South Walsh ,Mareeba Dimbulah,22.54,2018-2019 Q3
105155,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105156,#N/A,#N/A,#N/A,#N/A,0.044,2018-2019 Q3
105158,#N/A,Medium,Mareeba ,Mareeba Dimbulah,26.2,2018-2019 Q3
105163,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.043,2018-2019 Q3
105165,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105166,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.033,2018-2019 Q3
105170,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q3
105171,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
105173,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.006,2018-2019 Q3
105175,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.029,2018-2019 Q3
105176,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.841,2018-2019 Q3
105177,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105180,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.371,2018-2019 Q3
105189,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,1.21,2018-2019 Q3
105191,#N/A,#N/A,#N/A,#N/A,2.634,2018-2019 Q3
105193,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
105195,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105199,#N/A,#N/A,#N/A,#N/A,0.05,2018-2019 Q3
105200,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.01,2018-2019 Q3
105202,#N/A,Medium,West Barron ,Mareeba Dimbulah,6.645,2018-2019 Q3
105203,#N/A,Medium,Biboohra,Mareeba Dimbulah,0,2018-2019 Q3
105204,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2018-2019 Q3
105205,#N/A,Medium,Biboohra,Mareeba Dimbulah,5.69,2018-2019 Q3
105207,#N/A,Medium,West Barron ,Mareeba Dimbulah,76.933,2018-2019 Q3
105212,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.016,2018-2019 Q3
105214,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.884,2018-2019 Q3
105219,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105221,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.808,2018-2019 Q3
105223,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.303,2018-2019 Q3
105224,#N/A,Medium,South Walsh ,Mareeba Dimbulah,4.391,2018-2019 Q3
105231,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105234,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.17,2018-2019 Q3
105236,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q3
105237,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.133,2018-2019 Q3
105238,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q3
105245,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105246,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q3
105251,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q3
105252,#N/A,Medium,Southedge ,Mareeba Dimbulah,3.006,2018-2019 Q3
105254,#N/A,#N/A,#N/A,#N/A,5.403,2018-2019 Q3
