ID,Type,Priority,Operation,Scheme,Water (ML),Date
107705,#N/A,#N/A,#N/A,#N/A,0.05,2020-2021 Q3
107708,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.044,2020-2021 Q3
107725,#N/A,#N/A,#N/A,#N/A,0.42,2020-2021 Q3
107733,#N/A,#N/A,#N/A,#N/A,0.006,2020-2021 Q3
107777,#N/A,#N/A,#N/A,#N/A,0.392,2020-2021 Q3
107798,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107800,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107839,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107861,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107876,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107878,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.03,2020-2021 Q3
107883,#N/A,Medium,East Barron ,Mareeba Dimbulah,5.59,2020-2021 Q3
107884,#N/A,#N/A,#N/A,#N/A,90.394,2020-2021 Q3
107902,#N/A,#N/A,#N/A,#N/A,1.77,2020-2021 Q3
107913,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
107914,#N/A,Medium,East Barron ,Mareeba Dimbulah,2.525,2020-2021 Q3
107918,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107928,#N/A,High,South Walsh ,Mareeba Dimbulah,0.11,2020-2021 Q3
107937,#N/A,#N/A,#N/A,#N/A,17.504,2020-2021 Q3
107955,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107983,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
107985,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
107987,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
108000,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,19.286,2020-2021 Q3
108016,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108028,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.554,2020-2021 Q3
108033,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
108034,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
108062,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108091,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
108171,#N/A,Medium,East Barron ,Mareeba Dimbulah,4.914,2020-2021 Q3
108209,#N/A,Medium,South Walsh ,Mareeba Dimbulah,3.35,2020-2021 Q3
108254,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108282,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108327,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108328,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.57,2020-2021 Q3
108351,#N/A,Medium,South Walsh ,Mareeba Dimbulah,9.516,2020-2021 Q3
108366,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108369,#N/A,Medium,East Barron ,Mareeba Dimbulah,4.799,2020-2021 Q3
108373,#N/A,Medium,East Barron ,Mareeba Dimbulah,5.852,2020-2021 Q3
108391,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108414,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108428,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108433,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
108434,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108441,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
108450,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108455,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108459,#N/A,Medium,Biboohra,Mareeba Dimbulah,149.69,2020-2021 Q3
108491,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108513,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108514,#N/A,#N/A,#N/A,#N/A,45.296,2020-2021 Q3
108516,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108517,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.01,2020-2021 Q3
108526,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108527,#N/A,High,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
108528,#N/A,High,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
108531,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.127,2020-2021 Q3
108562,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.005,2020-2021 Q3
108569,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108588,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,82.44,2020-2021 Q3
108592,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2020-2021 Q3
108598,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.72,2020-2021 Q3
108613,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,1.108,2020-2021 Q3
108671,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108673,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108674,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
108698,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108715,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108726,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108739,#N/A,Medium,South Walsh ,Mareeba Dimbulah,20.067,2020-2021 Q3
108764,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108769,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108770,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2020-2021 Q3
108772,#N/A,Medium,Southedge ,Mareeba Dimbulah,10.74,2020-2021 Q3
108798,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
108850,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108862,#N/A,Medium,Mareeba ,Mareeba Dimbulah,7.53,2020-2021 Q3
108868,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108877,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
108880,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108884,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108890,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.04,2020-2021 Q3
108918,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
108919,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.25,2020-2021 Q3
108921,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,24,2020-2021 Q3
108922,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2020-2021 Q3
108946,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
108966,#N/A,Medium,Southedge ,Mareeba Dimbulah,40.78,2020-2021 Q3
108982,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.978,2020-2021 Q3
108996,#N/A,Medium,Biboohra,Mareeba Dimbulah,0,2020-2021 Q3
109001,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
109026,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
109044,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
109054,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.004,2020-2021 Q3
109055,#N/A,Medium,East Barron ,Mareeba Dimbulah,2.096,2020-2021 Q3
109073,#N/A,Medium,South Walsh ,Mareeba Dimbulah,5.11,2020-2021 Q3
109106,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
109128,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109137,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,5.81,2020-2021 Q3
109145,#N/A,Medium,East Barron ,Mareeba Dimbulah,3.925,2020-2021 Q3
109152,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
109157,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
109165,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
109175,#N/A,#N/A,#N/A,#N/A,12.587,2020-2021 Q3
109180,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
109183,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.489,2020-2021 Q3
109598,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.155,2020-2021 Q3
109599,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.44,2020-2021 Q3
109617,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109622,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109707,#N/A,Medium,Mareeba ,Mareeba Dimbulah,1.48,2020-2021 Q3
109711,#N/A,Medium,Southedge ,Mareeba Dimbulah,35.214,2020-2021 Q3
109735,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2020-2021 Q3
109755,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.235,2020-2021 Q3
109771,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109817,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
109818,#N/A,Medium,South Walsh ,Mareeba Dimbulah,29.999,2020-2021 Q3
109831,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.068,2020-2021 Q3
109860,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
109861,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109864,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.148,2020-2021 Q3
109866,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.214,2020-2021 Q3
109871,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
109914,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
109915,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109935,#N/A,Medium,West Barron ,Mareeba Dimbulah,13.96,2020-2021 Q3
109939,#N/A,Medium,South Walsh ,Mareeba Dimbulah,27.84,2020-2021 Q3
109947,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.27,2020-2021 Q3
109950,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109960,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
109969,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
109970,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
109991,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
109995,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
109996,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110004,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.354,2020-2021 Q3
110006,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2020-2021 Q3
110012,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.025,2020-2021 Q3
110015,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.051,2020-2021 Q3
110018,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,16.95,2020-2021 Q3
110023,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110024,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110120,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110148,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110157,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110182,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,18.67,2020-2021 Q3
110189,#N/A,#N/A,#N/A,#N/A,2.08,2020-2021 Q3
110195,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.09,2020-2021 Q3
110208,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110233,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110244,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
110359,#N/A,High,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,493.921,2020-2021 Q3
110360,#N/A,High,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,96.375,2020-2021 Q3
110361,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110362,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.03,2020-2021 Q3
110363,#N/A,#N/A,#N/A,#N/A,27.751,2020-2021 Q3
110364,#N/A,High,South Walsh ,Mareeba Dimbulah,1.124,2020-2021 Q3
110399,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110419,#N/A,Medium,South Walsh ,Mareeba Dimbulah,39.114,2020-2021 Q3
110425,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.475,2020-2021 Q3
110428,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.205,2020-2021 Q3
110434,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.011,2020-2021 Q3
110435,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110436,#N/A,Medium,South Walsh ,Mareeba Dimbulah,4.56,2020-2021 Q3
110448,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
110450,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2020-2021 Q3
110458,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
110462,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2020-2021 Q3
110490,#N/A,High,South Walsh ,Mareeba Dimbulah,1.349,2020-2021 Q3
110508,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110517,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
110538,#N/A,Medium,South Walsh ,Mareeba Dimbulah,22.78,2020-2021 Q3
110545,#N/A,Medium,Biboohra,Mareeba Dimbulah,0,2020-2021 Q3
110546,#N/A,Medium,Biboohra,Mareeba Dimbulah,0.062,2020-2021 Q3
110582,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
110590,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110609,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110639,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110648,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110650,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.05,2020-2021 Q3
110673,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
110679,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110684,#N/A,Medium,West Barron ,Mareeba Dimbulah,2.178,2020-2021 Q3
110698,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110723,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110765,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2020-2021 Q3
110767,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110771,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.049,2020-2021 Q3
110772,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2020-2021 Q3
110775,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110777,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2020-2021 Q3
110780,#N/A,Medium,South Walsh ,Mareeba Dimbulah,10.159,2020-2021 Q3
110781,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1,2020-2021 Q3
110789,#N/A,Medium,South Walsh ,Mareeba Dimbulah,47.376,2020-2021 Q3
110794,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110795,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110803,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
110860,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
110870,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110880,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.527,2020-2021 Q3
110893,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110906,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110937,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
110943,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
110945,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110960,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.191,2020-2021 Q3
110966,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
110977,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
110984,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.052,2020-2021 Q3
111000,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111020,#N/A,Medium,West Barron ,Mareeba Dimbulah,295.15,2020-2021 Q3
111027,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.03,2020-2021 Q3
111031,#N/A,High,South Walsh ,Mareeba Dimbulah,0.052,2020-2021 Q3
111039,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111054,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
111070,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111093,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
111096,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111107,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111112,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.869,2020-2021 Q3
111118,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111134,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111135,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111142,#N/A,#N/A,#N/A,#N/A,4.332,2020-2021 Q3
111145,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111146,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
111147,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,2.848,2020-2021 Q3
111157,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111164,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111167,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.05,2020-2021 Q3
111177,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111180,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111181,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.075,2020-2021 Q3
111185,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111223,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111225,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111239,#N/A,Medium,West Barron ,Mareeba Dimbulah,90.793,2020-2021 Q3
111242,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111245,#N/A,High,South Walsh ,Mareeba Dimbulah,48.25,2020-2021 Q3
111253,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111258,#N/A,Medium,Southedge ,Mareeba Dimbulah,63.01,2020-2021 Q3
111277,#N/A,Medium,Mareeba ,Mareeba Dimbulah,4.348,2020-2021 Q3
111294,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.274,2020-2021 Q3
111311,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.01,2020-2021 Q3
111316,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111329,#N/A,Medium,East Barron ,Mareeba Dimbulah,120.312,2020-2021 Q3
111352,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111399,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111400,#N/A,#N/A,#N/A,#N/A,26.675,2020-2021 Q3
111401,#N/A,Medium,Arriga,Mareeba Dimbulah,12.945,2020-2021 Q3
111419,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111461,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,17.15,2020-2021 Q3
111467,#N/A,Medium,Mareeba ,Mareeba Dimbulah,10.102,2020-2021 Q3
111468,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111488,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111491,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.32,2020-2021 Q3
111493,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
111502,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111536,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111539,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111552,#N/A,#N/A,#N/A,#N/A,6.36,2020-2021 Q3
111558,#N/A,#N/A,#N/A,#N/A,26.968,2020-2021 Q3
111562,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.022,2020-2021 Q3
111565,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
111581,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111590,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.848,2020-2021 Q3
111609,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.09,2020-2021 Q3
111629,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
111631,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111636,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,300.856,2020-2021 Q3
111637,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,73.5,2020-2021 Q3
111649,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111677,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.657,2020-2021 Q3
111705,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111723,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111724,#N/A,Medium,East Barron ,Mareeba Dimbulah,257.155,2020-2021 Q3
111742,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2020-2021 Q3
111745,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2020-2021 Q3
111747,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111778,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111795,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111800,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.02,2020-2021 Q3
111804,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2020-2021 Q3
111807,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111810,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
111817,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
111830,#N/A,Medium,Arriga,Mareeba Dimbulah,19.033,2020-2021 Q3
111831,#N/A,#N/A,#N/A,#N/A,422.979,2020-2021 Q3
111832,#N/A,Medium,Mareeba ,Mareeba Dimbulah,228.645,2020-2021 Q3
111845,#N/A,Medium,South Walsh ,Mareeba Dimbulah,3.145,2020-2021 Q3
111859,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2020-2021 Q3
111863,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2020-2021 Q3
111910,#N/A,Medium,Mareeba ,Mareeba Dimbulah,23.43,2020-2021 Q3
120071,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120087,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,2.935,2020-2021 Q3
120099,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120246,#N/A,Medium,East Barron ,Mareeba Dimbulah,110.128,2020-2021 Q3
120270,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
120278,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120279,#N/A,Medium,North Walsh ,Mareeba Dimbulah,619.24,2020-2021 Q3
120280,#N/A,Medium,West Barron ,Mareeba Dimbulah,697.28,2020-2021 Q3
120299,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,0.477,2020-2021 Q3
120348,#N/A,High,South Walsh ,Mareeba Dimbulah,0.005,2020-2021 Q3
120435,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120438,#N/A,#N/A,#N/A,#N/A,0.101,2020-2021 Q3
120453,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
120484,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120515,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
120542,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120553,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
120560,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,6.81,2020-2021 Q3
120573,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2020-2021 Q3
120604,#N/A,#N/A,#N/A,#N/A,32.751,2020-2021 Q3
120626,#N/A,#N/A,#N/A,#N/A,1.093,2020-2021 Q3
120656,#N/A,Medium,Southedge ,Mareeba Dimbulah,10.85,2020-2021 Q3
120657,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
120659,#N/A,Medium,Mareeba ,Mareeba Dimbulah,10.323,2020-2021 Q3
120662,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
120691,#N/A,Medium,South Walsh ,Mareeba Dimbulah,23.309,2020-2021 Q3
120695,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120762,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.435,2020-2021 Q3
120763,#N/A,Medium,West Barron ,Mareeba Dimbulah,263.69,2020-2021 Q3
120792,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2020-2021 Q3
120799,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
120850,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
120861,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2020-2021 Q3
120883,#N/A,#N/A,#N/A,#N/A,0.05,2020-2021 Q3
120890,#N/A,#N/A,#N/A,#N/A,0.373,2020-2021 Q3
120963,#N/A,Medium,South Walsh ,Mareeba Dimbulah,8.361,2020-2021 Q3
121019,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
121158,#N/A,#N/A,#N/A,#N/A,0,2020-2021 Q3
