Region,Scheme,Profit Centre,Offtake #,% of Total Water Delivered,Average Delivery,2023 Water Delivered to Date
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B110004,0.00%,13.18006667,0.04
North,Burdekin Haughton,Dalbeg System,DB017W1,0.00%,13.16606667,12.135
North,Burdekin Haughton,Clare System,CA093W1,0.00%,13.145625,0
Burnett and Lower Mary,Bundaberg,A C River,32906 BIA,0.00%,13.1404375,0
Burnett and Lower Mary,Bundaberg,A C River,Burnett Downs,0.00%,13.139625,6.444
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B025101,0.00%,13.138125,0
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M10001,0.00%,13.09975,18.288
Burnett and Lower Mary,Bundaberg,Woongarra System,AL21001,0.00%,13.07066667,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W200004,0.00%,13.06125,55.825
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B024005,0.00%,13.05753333,0
Burnett and Lower Mary,Bundaberg,Isis System,CMC0013,0.00%,13.04833333,52.85
Burnett and Lower Mary,Bundaberg,Isis System,GVM0011,0.00%,13.02541176,10.433
#N/A,#N/A,#N/A,20/115,0.00%,13.022,26.279
North,Burdekin Haughton,Clare System,CA091W3,0.00%,13.02176471,38.24
Burnett and Lower Mary,Bundaberg,Woongarra System,AL20003,0.00%,13.0025,0
#N/A,#N/A,#N/A,26/378A,0.00%,12.9990625,32.025
North,Mareeba Dimbulah,Chnl & Supp Dist,R00582,0.00%,12.98106667,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W170007,0.00%,12.97605882,16.239
Burnett and Lower Mary,Bundaberg,Woongarra System,W140009,0.00%,12.956,0
Burnett and Lower Mary,Bundaberg,Gooburrum System,G080003,0.00%,12.94166667,18.138
North,Mareeba Dimbulah,Chnl & Supp Dist,R12891,0.00%,12.92792308,#N/A
#N/A,#N/A,#N/A,S5524,0.00%,12.91466667,49.13
Burnett and Lower Mary,Bundaberg,Isis System,C021002,0.00%,12.89735294,11.379
South,Macintyre Brook,Macintyre River,GI320,0.00%,12.88583333,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G080001,0.00%,12.87066667,22.66
#N/A,#N/A,#N/A,050P2,0.01%,12.85326667,103.125
North,Proserpine River,Proserpine River,306P,0.00%,12.84666667,2.98
#N/A,#N/A,#N/A,23/054,0.00%,12.846,0
North,Mareeba Dimbulah,Chnl & Supp Dist,R07073,0.00%,12.84392857,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,IMC0005,0.00%,12.8288125,39.118
Burnett and Lower Mary,Bundaberg,Woongarra System,AL22001,0.00%,12.80394118,33.61
North,Proserpine River,Proserpine River,301P,0.00%,12.75666667,0
North,Burdekin Haughton,Millaroo System,MA123W1,0.00%,12.751125,0
North,Burdekin Haughton,Barratta System,BM240W2,0.00%,12.72428571,0
North,Mareeba Dimbulah,Mba River (Brrn),R01901,0.00%,12.72063636,#N/A
Burnett and Lower Mary,Lower Mary River,Walker Point Channel,WPC0018,0.00%,12.7141875,16.359
Burnett and Lower Mary,Bundaberg,Isis System,FMC0008,0.00%,12.713,35.036
#N/A,#N/A,#N/A,21/403,0.00%,12.70566667,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G010004,0.00%,12.69872222,26.66
North,Burdekin Haughton,Millaroo System,MA122W1,0.00%,12.6936,0
#N/A,#N/A,#N/A,24/239,0.00%,12.676,11.285
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0006,0.00%,12.6756875,7.406
North,Burdekin Haughton,Dalbeg System,DA006W2,0.00%,12.66373333,0
#N/A,#N/A,#N/A,21/416,0.00%,12.6421875,0.306
#N/A,#N/A,#N/A,20/125,0.00%,12.6420625,#N/A
#N/A,#N/A,#N/A,TH9,0.01%,12.63595238,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W050003,0.00%,12.631875,7.25
North,Burdekin Haughton,Clare System,CB209W1,0.00%,12.62,19.59
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B140002,0.00%,12.619,18.259
#N/A,#N/A,#N/A,20/179A,0.00%,12.58666667,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA40002,0.00%,12.5764,0
Burnett and Lower Mary,Barker Barambah,Barker Bar River,MURIND,0.00%,12.5754,19.193
Burnett and Lower Mary,Bundaberg,Woongarra System,W140012,0.01%,12.55992308,0.644
North,Mareeba Dimbulah,Chnl & Supp Dist,R07228,0.00%,12.54735714,#N/A
#N/A,#N/A,#N/A,23/061,0.00%,12.5376,8.847
North,Proserpine River,Proserpine River,275P,0.00%,12.5226,0
Burnett and Lower Mary,Bundaberg,Isis System,C020002,0.00%,12.5115625,19.703
Burnett and Lower Mary,Bundaberg,Woongarra System,AL31004,0.00%,12.50441176,14.556
Burnett and Lower Mary,Bundaberg,Woongarra System,W030022,0.00%,12.5029,15.573
North,Burdekin Haughton,Clare System,CB072W1,0.00%,12.49893333,12.525
North,Burdekin Haughton,Millaroo System,MA088W1,0.00%,12.43,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA10002,0.00%,12.42473333,13.855
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0008,0.00%,12.42088235,13.996
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B040016,0.00%,12.40626667,0
North,Burdekin Haughton,Clare System,CB199W1,0.00%,12.40263636,0
#N/A,#N/A,#N/A,20/137,0.00%,12.3918125,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B080014,0.00%,12.384,18.07
Burnett and Lower Mary,Bundaberg,Isis System,IMC0007,0.00%,12.37183333,2.771
North,Mareeba Dimbulah,Chnl & Supp Dist,R53763,0.00%,12.36076923,#N/A
North,Burdekin Haughton,Millaroo System,MA038W1,0.00%,12.35470588,0
Burnett and Lower Mary,Bundaberg,Isis System,F091101,0.00%,12.350625,33.507
#N/A,#N/A,#N/A,23/057,0.00%,12.32846667,0.046
#N/A,#N/A,#N/A,157W4,0.01%,12.3204,#N/A
#N/A,#N/A,#N/A,157W3,0.01%,12.3004,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B042003,0.00%,12.3000625,12.484
Burnett and Lower Mary,Bundaberg,Woongarra System,AL10003,0.00%,12.29327778,0
Burnett and Lower Mary,Bundaberg,Gooburrum System,G010003,0.00%,12.291,23.368
North,Mareeba Dimbulah,Mba River (Brrn),R02514,0.00%,12.28209091,#N/A
#N/A,#N/A,#N/A,20/137A,0.00%,12.26925,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,GMC0015,0.00%,12.26913333,7.567
North,Burdekin Haughton,Clare System,CB171W3,0.00%,12.25622727,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA12001,0.00%,12.249375,20.613
#N/A,#N/A,#N/A,21/479,0.00%,12.236,#N/A
Central,Dawson Valley,Dawson River,UD260,0.00%,12.2308,0
#N/A,#N/A,#N/A,26/373,0.00%,12.2,0
North,Proserpine River,Proserpine River,1300P,0.01%,12.18034694,35.44
North,Burdekin Haughton,Millaroo System,MA023W1,0.00%,12.16121053,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TR10008,0.00%,12.14155,15.518
Central,Dawson Valley,Dawson River,UD470,0.00%,12.059,17.07
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B040023,0.00%,12.02933333,0
Burnett and Lower Mary,Bundaberg,Gooburrum System,GMC0016,0.00%,11.99573333,8.741
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0059,0.00%,11.987,8.75
North,Burdekin Haughton,Dalbeg System,DA070W1,0.00%,11.98453333,0
#N/A,#N/A,#N/A,107W1,0.00%,11.97130435,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,MPM0017,0.00%,11.9182,0.276
North,Burdekin Haughton,Dalbeg System,DA069W1,0.00%,11.915,0
Burnett and Lower Mary,Bundaberg,Gooburrum System,G075002,0.00%,11.90786667,3.744
Burnett and Lower Mary,Bundaberg,Gooburrum System,G010009,0.00%,11.90613333,5.573
North,Mareeba Dimbulah,Chnl & Supp Dist,R10845,0.00%,11.90573333,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TR11009,0.00%,11.8964375,5.769
North,Mareeba Dimbulah,Mba River (Brrn),RIESEN BYPASS,0.00%,11.85971429,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B090001,0.00%,11.8386875,17.112
#N/A,#N/A,#N/A,W0221,0.00%,11.8324,9.498
North,Burdekin Haughton,Clare System,CB212W1,0.00%,11.81734783,0
Burnett and Lower Mary,Bundaberg,Isis System,C030010,0.00%,11.8025,11.517
North,Proserpine River,Proserpine River,220P,0.00%,11.78186667,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SMC0003,0.00%,11.7796,12.856
#N/A,#N/A,#N/A,23/059,0.00%,11.77433333,0.046
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30275B,0.00%,11.75093333,8.791
South,Non-scheme,Dumaresq - DRIP,136527,0.01%,11.74748148,#N/A
North,Burdekin Haughton,Clare System,CA164W1,0.00%,11.74595238,0
North,Proserpine River,Proserpine River,320P,0.00%,11.7318125,0
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,53402wh,0.00%,11.73,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B120007,0.00%,11.72733333,16.497
North,Mareeba Dimbulah,Mba River (Brrn),R173628,0.00%,11.7211,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W030019,0.00%,11.71683333,8.17
Burnett and Lower Mary,Bundaberg,Isis System,DHM0010,0.00%,11.70357895,0
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M14003,0.00%,11.7035625,25.306
Burnett and Lower Mary,Bundaberg,Isis System,IMC0018,0.00%,11.67758824,23.148
#N/A,#N/A,#N/A,23/050,0.00%,11.676,#N/A
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M10015,0.00%,11.64175,37.317
North,Burdekin Haughton,Dalbeg System,DA010W2,0.00%,11.6336,0.458
#N/A,#N/A,#N/A,24/185,0.00%,11.632,#N/A
Central,Dawson Valley,Dawson River,UD515,0.00%,11.59705556,8.162
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0008,0.00%,11.5955,52.545
Burnett and Lower Mary,Bundaberg,Gooburrum System,GMC0013,0.00%,11.54353333,5.112
Burnett and Lower Mary,Bundaberg,Isis System,DH10026,0.00%,11.54264706,12.119
#N/A,#N/A,#N/A,21/418,0.00%,11.52825,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,IS61005,0.00%,11.5275,22.799
#N/A,#N/A,#N/A,063P2,0.01%,11.50004444,51.791
Burnett and Lower Mary,Bundaberg,Isis System,C080005,0.00%,11.494,23.483
Burnett and Lower Mary,Bundaberg,Woongarra System,W030017,0.00%,11.48952941,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B140007,0.00%,11.46266667,4.18
Burnett and Lower Mary,Bundaberg,Woongarra System,W150004,0.00%,11.44089474,0.002
#N/A,#N/A,#N/A,24/236,0.00%,11.43866667,41.45
North,Mareeba Dimbulah,Chnl & Supp Dist,R48213,0.00%,11.43507692,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0018,0.00%,11.41666667,3.18
#N/A,#N/A,#N/A,094P2,0.01%,11.40993333,74.516
Burnett and Lower Mary,Bundaberg,Gooburrum System,G086002,0.00%,11.40375,0
Central,Nogoa Mackenzie,Nogoa River,N105,0.00%,11.4034375,0
South,Upper Condamine Supply,Condamine River,96173W,0.00%,11.4,106
Burnett and Lower Mary,Bundaberg,Gooburrum System,G010018,0.00%,11.38886667,0.615
North,Burdekin Haughton,Haughton Mc & Pstns,HH071R12,0.00%,11.36333333,0
North,Burdekin Haughton,Millaroo System,MA160W1,0.00%,11.3525,7.03
Burnett and Lower Mary,Bundaberg,Isis System,DHM0005,0.00%,11.349,0
Burnett and Lower Mary,Bundaberg,Isis System,LCM0005,0.00%,11.32977778,16.732
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA30005,0.00%,11.3123125,12.627
Burnett and Lower Mary,Bundaberg,Isis System,IS40005,0.00%,11.28975,0
North,Burdekin Haughton,Millaroo System,MA161W1,0.00%,11.22058824,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W080002,0.00%,11.21593333,3.231
Central,Nogoa Mackenzie,Blackwater Pipe,sports,0.00%,11.2068125,2.123
Burnett and Lower Mary,Bundaberg,Woongarra System,W111006,0.00%,11.19272222,0.017
#N/A,#N/A,#N/A,26/379,0.00%,11.18333333,26.36
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0028,0.00%,11.1746875,10.759
North,Burdekin Haughton,Millaroo System,MA052W2,0.00%,11.174,18.88
Burnett and Lower Mary,Bundaberg,Woongarra System,W112004,0.00%,11.1575,0
Central,Dawson Valley,Dawson River,UD400,0.00%,11.15082609,74.233
Burnett and Lower Mary,Bundaberg,Isis System,LCM0002,0.00%,11.14117647,4.502
North,Pioneer River,Pioneer Hwks,Pioneer 01 Losses,0.00%,11.13333333,0
Burnett and Lower Mary,Bundaberg,Gooburrum System,BYM0015,0.00%,11.133125,0.56
Burnett and Lower Mary,Bundaberg,Woongarra System,W170002,0.00%,11.12529412,9.91
#N/A,#N/A,#N/A,S5283,0.00%,11.115625,35.58
North,Mareeba Dimbulah,Chnl & Supp Dist,R12127,0.00%,11.11530769,#N/A
North,Proserpine River,Proserpine River,3020P,0.00%,11.09358333,#N/A
Burnett and Lower Mary,Bundaberg,Woongarra System,W170004,0.00%,11.08684211,8.99
#N/A,#N/A,#N/A,24/192A,0.00%,11.076,#N/A
North,Burdekin Haughton,Millaroo System,MB130W1,0.00%,11.06058824,0
#N/A,#N/A,#N/A,028P2,0.01%,11.0165,104.865
North,Burdekin Haughton,Barratta System,BJ059R1,0.00%,11.0145,0
#N/A,#N/A,#N/A,S4983,0.00%,11.013125,0
#N/A,#N/A,#N/A,23/055,0.00%,11.009875,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,R11709,0.00%,10.98253846,#N/A
North,Burdekin Haughton,Millaroo System,MB085W2,0.01%,10.95964286,7.8
North,Burdekin Haughton,Clare System,CB191W2,0.00%,10.94910526,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W142004,0.00%,10.93823529,5.45
Burnett and Lower Mary,Bundaberg,Gooburrum System,GRM0001,0.00%,10.91786667,9.746
North,Proserpine River,Proserpine River,269P,0.00%,10.91466667,4.74
North,Burdekin Haughton,Millaroo System,MA037W1,0.00%,10.9134375,0
North,Burdekin Haughton,Clare System,CB213W1,0.00%,10.905,24.099
Burnett and Lower Mary,Bundaberg,Isis System,LC10006,0.00%,10.8890625,29.646
South,Upper Condamine Supply,North Branch,47741r1,0.00%,10.88466667,105.27
#N/A,#N/A,#N/A,S5762,0.00%,10.880625,0
North,Burdekin Haughton,Dalbeg System,DB037W1,0.00%,10.85,0
North,Proserpine River,Proserpine River,266P,0.00%,10.84533333,3.01
#N/A,#N/A,#N/A,115W2,0.01%,10.8435,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,DH41001,0.00%,10.815375,0
North,Burdekin Haughton,Clare System,CB214W1,0.00%,10.80513333,9.134
Central,Dawson Valley,Dawson River,UD565,0.00%,10.8,0
Burnett and Lower Mary,Bundaberg,Isis System,IS60012,0.00%,10.7854,15.719
Burnett and Lower Mary,Bundaberg,Woongarra System,W191001,0.00%,10.76304348,6.966
North,Burdekin Haughton,Clare System,CA158W1,0.00%,10.72566667,0
#N/A,#N/A,#N/A,S5151,0.00%,10.71446667,0
North,Burdekin Haughton,Barratta System,BMP61W1,0.00%,10.702,35.14
North,Burdekin Haughton,Clare System,CB166W1,0.00%,10.63506667,9.767
Central,Nogoa Mackenzie,Nogoa River,N175,0.00%,10.6294375,21.563
South,St George,St George River,115W3,0.01%,10.623625,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,CMC0041,0.00%,10.58444444,24.14
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,SA12202,0.00%,10.57913333,0
#N/A,#N/A,#N/A,24/244,0.00%,10.5566,#N/A
North,Burdekin Haughton,Millaroo System,MA114W1,0.00%,10.551875,0
North,Mareeba Dimbulah,Chnl & Supp Dist,R1094,0.00%,10.54492308,#N/A
Burnett and Lower Mary,Bundaberg,Isis System,LCM0003,0.00%,10.5435,29.172
North,Burdekin Haughton,Clare System,CA044W1,0.00%,10.53647059,23.7
Burnett and Lower Mary,Bundaberg,Woongarra System,W141001,0.00%,10.50858824,0.286
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0009,0.00%,10.50793333,53.168
Burnett and Lower Mary,Bundaberg,Woongarra System,W120004,0.00%,10.49,25.085
Burnett and Lower Mary,Bundaberg,Isis System,CMC0034,0.00%,10.46188235,0.029
Burnett and Lower Mary,Bundaberg,Isis System,F1A0004,0.00%,10.46057895,0.023
Burnett and Lower Mary,Bundaberg,Woongarra System,W170005,0.00%,10.457125,26.637
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0046,0.00%,10.45581818,61.102
Burnett and Lower Mary,Bundaberg,Woongarra System,W112002,0.00%,10.413,11.6
Burnett and Lower Mary,Bundaberg,Isis System,IS40004,0.00%,10.4003125,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B080003,0.00%,10.37873333,0
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0079,0.00%,10.3766875,9.963
Burnett and Lower Mary,Bundaberg,Isis System,F050006,0.00%,10.36852632,50.062
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0021,0.00%,10.34933333,0.655
North,Proserpine River,Proserpine River,330P,0.00%,10.32733333,0
North,Burdekin Haughton,Millaroo System,MA137W1,0.00%,10.32117647,0
North,Burdekin Haughton,Clare System,CA089W2,0.00%,10.3185,0
Burnett and Lower Mary,Bundaberg,Isis System,DHM0008,0.00%,10.31655556,5.902
Burnett and Lower Mary,Bundaberg,Isis System,IMC0016,0.00%,10.31578947,17.222
Burnett and Lower Mary,Bundaberg,Isis System,F090003,0.00%,10.298125,17.85
#N/A,#N/A,#N/A,25/277B,0.00%,10.28586667,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B124001,0.00%,10.28186667,0.336
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B120008,0.00%,10.2664,0.2
#N/A,#N/A,#N/A,26/314,0.00%,10.255,5.45
North,Burdekin Haughton,Clare System,CA203W1,0.00%,10.25090476,0
North,Burdekin Haughton,Clare System,CA160W1,0.00%,10.2494,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0022,0.00%,10.23333333,0.007
Burnett and Lower Mary,Bundaberg,Gooburrum System,G080005,0.00%,10.22446667,16.634
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M16003,0.00%,10.2074375,0
North,Mareeba Dimbulah,Mba River (Brrn),R36431,0.00%,10.20090909,#N/A
North,Burdekin Haughton,Dalbeg System,DB034W1,0.00%,10.194,0
Burnett and Lower Mary,Bundaberg,Isis System,IS40003,0.00%,10.1836875,0
Burnett and Lower Mary,Bundaberg,Isis System,CMC0002,0.00%,10.17411765,14.34
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B090002,0.00%,10.1643125,12.197
#N/A,#N/A,#N/A,TH10,0.01%,10.15931818,5.81
Burnett and Lower Mary,Bundaberg,Isis System,IS71002,0.00%,10.14661111,30.384
Burnett and Lower Mary,Bundaberg,Woongarra System,W143001,0.00%,10.14643478,85.777
North,Proserpine River,Proserpine River,285P,0.00%,10.1301875,0
#N/A,#N/A,#N/A,25/271,0.00%,10.108,#N/A
Central,Nogoa Mackenzie,Nogoa River,M020,0.00%,10.08714286,#N/A
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B040020,0.00%,10.07566667,13.115
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B042101,0.00%,10.07266667,5.53
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B120006,0.00%,10.06086667,0.67
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B020016,0.00%,10.05666667,7.807
Burnett and Lower Mary,Bundaberg,Woongarra System,AL21002,0.00%,10.05376471,11.794
North,Burdekin Haughton,Clare System,CA034W1,0.00%,10.027375,2.751
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B020009,0.00%,9.9958,0
#N/A,#N/A,#N/A,26/374,0.00%,9.984375,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TR11010,0.00%,9.980333333,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W142103,0.00%,9.913111111,5.228
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TR11011,0.00%,9.889466667,5.795
Central,Dawson Valley,Dawson River,UD365,0.00%,9.8727,13.467
#N/A,#N/A,#N/A,157W1,0.01%,9.871244444,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B080009,0.00%,9.852066667,15.921
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B160001,0.00%,9.813125,14.91
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0039,0.00%,9.811625,26.64
North,Burdekin Haughton,Haughton System,HS003R1,0.00%,9.8091875,2.769
Burnett and Lower Mary,Bundaberg,Gooburrum System,G073004,0.00%,9.7952,4.964
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0007,0.00%,9.759588235,0
Burnett and Lower Mary,Bundaberg,Isis System,C071001,0.00%,9.75175,0
North,Mareeba Dimbulah,Chnl & Supp Dist,R1200,0.00%,9.747545455,#N/A
Burnett and Lower Mary,Lower Mary River,Main Roads Channel,M10009,0.00%,9.7344375,37.823
Burnett and Lower Mary,Bundaberg,Gooburrum System,GRM0002,0.00%,9.713588235,13.184
North,Mareeba Dimbulah,Chnl & Supp Dist,R01046A,0.00%,9.712428571,#N/A
North,Burdekin Haughton,Millaroo System,MA004W2,0.00%,9.698,7.37
Burnett and Lower Mary,Bundaberg,Isis System,FMC0041,0.00%,9.668764706,0.002
#N/A,#N/A,#N/A,26/307,0.00%,9.658666667,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,R11188,0.00%,9.65325,3.664
Central,Dawson Valley,Dawson River,UD120,0.00%,9.630333333,0
North,Mareeba Dimbulah,Chnl & Supp Dist,R11190,0.00%,9.6145,#N/A
North,Burdekin Haughton,Millaroo System,MA038W2,0.00%,9.598823529,0
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,TR11012,0.00%,9.587133333,3.454
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B080013,0.00%,9.5822,21.755
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B042103,0.00%,9.574470588,18.963
Burnett and Lower Mary,Bundaberg,Woongarra System,AMC0001,0.00%,9.570117647,0
North,Burdekin Haughton,Millaroo System,MB080W1,0.00%,9.564666667,0
North,Burdekin Haughton,Haughton System,HL074R1,0.00%,9.559466667,0
Burnett and Lower Mary,Bundaberg,Woongarra System,AL10006,0.00%,9.547888889,8.954
North,Mareeba Dimbulah,Mba River (Brrn),R36278,0.00%,9.5383,#N/A
Burnett and Lower Mary,Bundaberg,Gooburrum System,G086001,0.00%,9.533333333,19.12
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BMC0009,0.00%,9.509866667,9.738
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,BE10003,0.00%,9.495785714,6.341
North,Burdekin Haughton,Millaroo System,MA026W1,0.00%,9.493961538,0
Burnett and Lower Mary,Bundaberg,Woongarra System,AL31003,0.00%,9.4749375,4.394
Burnett and Lower Mary,Bundaberg,Gooburrum System,G080010,0.00%,9.459666667,3.477
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B123003,0.00%,9.452,1.16
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B123004,0.00%,9.43825,5.899
North,Burdekin Haughton,Clare System,CB169W1,0.00%,9.422066667,8.513
Burnett and Lower Mary,Bundaberg,Isis System,C020001,0.00%,9.419882353,20.554
Burnett and Lower Mary,Bundaberg,Isis System,IS20005,0.00%,9.406789474,0
Burnett and Lower Mary,Bundaberg,Woongarra System,WMC0056,0.00%,9.375217391,50.12
Burnett and Lower Mary,Bundaberg,Isis System,DH10006,0.00%,9.372294118,23.792
Burnett and Lower Mary,Bundaberg,Woongarra System,W050006,0.00%,9.370117647,0
Burnett and Lower Mary,Bundaberg,Isis System,DH10014,0.00%,9.363529412,10.71
Burnett and Lower Mary,Bundaberg,Woongarra System,W110003,0.00%,9.3411875,13.86
North,Mareeba Dimbulah,Chnl & Supp Dist,R06419,0.00%,9.3325,#N/A
North,Burdekin Haughton,Barratta System,BN048W1,0.00%,9.317058824,9.33
Burnett and Lower Mary,Bundaberg,Woongarra System,W040004,0.00%,9.314705882,0
#N/A,#N/A,#N/A,S4872,0.00%,9.300133333,0
North,Burdekin Haughton,Barratta System,BM142W1,0.00%,9.262857143,0
